CIF,Account Number,Account Name,Branch Code,Branch Name,Sex,Age,Age_Group,Region,Product Type,Product Code,Opening Date,Last_Transaction_Date,Initial_Deposit,End Balance,Account_Tenure_Years,Days_Since_Last_Txn,ACTIVE_ACCOUNT,INOPERATIVE,DORMANT,Debit Freez,Credit Freez,RFM_Score,RFM_Segment,Segment_Label,CLV_Predicted,CLV_Tier,Churn_Probability,Churn_Risk_Band,Dormancy_Risk_Score,Dormancy_Risk_Band,Lookalike_Score
CIF01000011,ACC0002000011,Customer_12,BR030,Branch_30,F,41,36-45,Dire Dawa,Ordinary Saving Account,PRD001,2021-11-30,2024-05-28,17277.08,22636.92,4.08,582,0,0,1,0,0,12,Champions,Mid-Value Growth,54568.902,High-CLV,0.9999977698187589,Critical Risk,2.952016236008268e-08,Safe,0.026507831539682735
CIF01000012,ACC0002000012,Customer_13,BR023,Branch_23,M,25,18-25,Somali,Asrat Bekurat Saving Account,PRD010,2012-11-24,2015-02-17,30491.65,10416.43,13.1,3970,0,0,1,0,0,5,Low Value,Cross-Sell Ready,44882.035,Mid-CLV,0.9999999243947743,Critical Risk,2.952016236008268e-08,Safe,0.004411408493380414
CIF01000013,ACC0002000013,Customer_14,BR023,Branch_23,F,32,26-35,Oromia,Blatena Saving Account,PRD002,2010-11-14,2024-02-23,40959.04,36960.1,15.13,677,0,0,1,0,0,12,Champions,Mid-Value Growth,111889.336,Top-CLV,0.9999993722645569,Critical Risk,2.952016236008268e-08,Safe,0.5817567181987611
CIF01000014,ACC0002000014,Customer_15,BR022,Branch_22,M,25,18-25,SNNPR,Werazut Saving Account,PRD003,2020-03-14,2021-09-27,5540.54,2372.2,5.8,1556,0,0,1,0,0,5,Low Value,Low Engagement,23543.121,Low-CLV,0.9999999029628751,Critical Risk,2.952016236008268e-08,Safe,0.005856787659081762
CIF01000015,ACC0002000015,Customer_16,BR024,Branch_24,M,32,26-35,Dire Dawa,Equb Saving Account,PRD014,2010-03-02,2013-02-14,1955.85,3709.91,15.83,4703,0,0,1,0,0,3,Low Value,Cross-Sell Ready,39570.586,Mid-CLV,0.999999956881647,Critical Risk,2.952016236008268e-08,Safe,0.011476083806694307
CIF01000016,ACC0002000016,Customer_17,BR016,Branch_16,M,33,26-35,Addis Ababa,Special Saving Account,PRD007,2017-03-26,2018-04-20,5535.55,12813.04,8.77,2812,0,0,1,0,0,5,Low Value,Cross-Sell Ready,29540.406,Low-CLV,0.9999999688964042,Critical Risk,2.952016236008268e-08,Safe,0.0062401596422047845
CIF01000017,ACC0002000017,Customer_18,BR004,Branch_4,M,57,56+,Harari,Dekemezmur Saving Account,PRD004,2014-10-23,2020-10-02,45800.23,72198.37,11.19,1916,0,0,1,0,0,9,High Value,Cross-Sell Ready,83953.69,Top-CLV,0.9999999867009812,Critical Risk,2.952016236008268e-08,Safe,0.37177666813183224
CIF01000018,ACC0002000018,Customer_19,BR026,Branch_26,F,31,26-35,Amhara,Couples Saving Deposit,PRD016,2017-01-06,2020-03-19,33001.43,27407.18,8.98,2113,0,0,1,0,0,8,Mid Value,Dormant Risk,52800.54,Mid-CLV,0.9999999666237982,Critical Risk,2.952016236008268e-08,Safe,0.026379017655254217
CIF01000019,ACC0002000019,Customer_20,BR014,Branch_14,M,18,18-25,Amhara,Blatena Saving Account,PRD002,2023-12-03,2025-05-27,15042.85,10654.45,2.08,218,0,1,0,0,0,13,Champions,High-CLV Active,37669.883,Mid-CLV,2.5763410225947786e-07,Low Risk,0.9999997404758517,High Dormancy Risk,0.02730442013195842
CIF01000020,ACC0002000020,Customer_21,BR016,Branch_16,F,51,46-55,Amhara,Ordinary Saving Account,PRD001,2024-12-21,2025-05-27,55454.7,52633.48,1.03,218,0,1,0,0,0,14,Champions,Mid-Value Growth,54907.387,High-CLV,4.4011377862111384e-07,Low Risk,0.9999997404758517,High Dormancy Risk,0.04142688746498133
CIF01000021,ACC0002000021,Customer_22,BR012,Branch_12,F,40,36-45,Addis Ababa,Ordinary Saving Account,PRD001,2020-11-16,2022-06-15,16621.67,17775.23,5.12,1295,0,0,1,0,0,9,High Value,Mid-Value Growth,39564.117,Mid-CLV,0.9999999879689029,Critical Risk,2.952016236008268e-08,Safe,0.024674477826279004
CIF01000022,ACC0002000022,Customer_23,BR006,Branch_6,F,33,26-35,Tigray,Ordinary Saving Account,PRD001,2015-12-13,2019-02-08,8121.18,11989.77,10.05,2518,0,0,1,0,0,7,Mid Value,Dormant Risk,45896.598,Mid-CLV,0.99999992886427,Critical Risk,2.952016236008268e-08,Safe,0.059407233235033226
CIF01000023,ACC0002000023,Customer_24,BR028,Branch_28,F,29,26-35,Tigray,Dekemezmur Saving Account,PRD004,2019-10-15,2021-02-24,1270.03,1782.03,6.21,1771,0,0,1,0,0,5,Low Value,Dormant Risk,26246.996,Low-CLV,0.9999998987007535,Critical Risk,2.952016236008268e-08,Safe,0.003028466203561428
CIF01000024,ACC0002000024,Customer_25,BR024,Branch_24,F,23,18-25,Addis Ababa,Janderebaw Saving Account,PRD012,2012-03-23,2021-11-01,89945.91,29260.06,13.77,1521,0,0,1,0,0,8,Mid Value,Dormant Risk,87633.05,Top-CLV,0.9999999193851691,Critical Risk,2.952016236008268e-08,Safe,0.021123223383776053
CIF01000025,ACC0002000025,Customer_26,BR020,Branch_20,F,58,56+,Amhara,Washera Saving Account,PRD017,2025-12-17,2025-12-18,11566.85,19018.84,0.04,13,1,0,0,0,0,13,Champions,Mid-Value Growth,31309.756,Low-CLV,2.3790973854138772e-07,Low Risk,2.9520162389037032e-08,Safe,0.016091429582991725
CIF01000026,ACC0002000026,Customer_27,BR013,Branch_13,M,35,26-35,Gambela,Hiruyan Saving Account,PRD008,2023-12-25,2025-10-27,6787.9,9454.66,2.02,65,1,0,0,0,0,12,Champions,High-CLV Active,37170.855,Mid-CLV,5.405375578966531e-08,Low Risk,2.9520162389037032e-08,Safe,0.01933715461342299
CIF01000027,ACC0002000027,Customer_28,BR025,Branch_25,M,18,18-25,Dire Dawa,Agape Saving Account,PRD015,2015-07-23,2018-04-20,11452.88,7918.05,10.44,2812,0,0,1,0,0,4,Low Value,Cross-Sell Ready,32925.2,Low-CLV,0.9999999874856663,Critical Risk,2.952016236008268e-08,Safe,0.0029163671121885423
CIF01000028,ACC0002000028,Customer_29,BR017,Branch_17,F,38,36-45,Amhara,Dekemezmur Saving Account,PRD004,2010-05-23,2010-07-18,126515.46,78246.28,15.61,5645,0,0,1,0,0,7,Mid Value,Dormant Risk,77319.78,Top-CLV,0.999999905527831,Critical Risk,2.952016236008268e-08,Safe,0.4213560000623611
CIF01000029,ACC0002000029,Customer_30,BR014,Branch_14,M,49,46-55,Addis Ababa,Blatena Saving Account,PRD002,2023-08-09,2025-03-14,59217.51,67910.74,2.4,292,0,1,0,0,0,15,Champions,High-CLV Active,72580.71,High-CLV,4.627849226019011e-07,Low Risk,0.9999997404758517,High Dormancy Risk,0.16160164288138776
CIF01000030,ACC0002000030,Customer_31,BR014,Branch_14,M,36,36-45,Oromia,Ordinary Saving Account,PRD001,2010-06-27,2021-07-09,7785.3,9585.81,15.51,1636,0,0,1,0,0,7,Mid Value,Cross-Sell Ready,81522.77,Top-CLV,0.9999997547240831,Critical Risk,2.952016236008268e-08,Safe,0.08567298554891667
CIF01000031,ACC0002000031,Customer_32,BR007,Branch_7,F,24,18-25,Addis Ababa,Ahati Saving Account,PRD005,2011-10-03,2020-07-07,27028.06,15419.98,14.25,2003,0,0,1,0,0,7,Mid Value,Dormant Risk,73092.11,High-CLV,0.9999997161413074,Critical Risk,2.952016236008268e-08,Safe,0.03911209764310195
CIF01000032,ACC0002000032,Customer_33,BR003,Branch_3,M,23,18-25,Sidama,Blatena Saving Account,PRD002,2010-02-04,2015-11-03,84173.24,96335.6,15.9,3711,0,0,1,0,0,7,Mid Value,Cross-Sell Ready,105693.06,Top-CLV,0.9999999269286433,Critical Risk,2.952016236008268e-08,Safe,0.5324906189972276
CIF01000033,ACC0002000033,Customer_34,BR017,Branch_17,F,23,18-25,Tigray,Ordinary Saving Account,PRD001,2012-09-24,2015-01-04,22497.1,27773.74,13.27,4014,0,0,1,1,0,6,Mid Value,Dormant Risk,56985.684,High-CLV,0.999999948454799,Critical Risk,2.952016236008268e-08,Safe,0.0014283319316325512
CIF01000034,ACC0002000034,Customer_35,BR027,Branch_27,F,53,46-55,Benishangul-Gumuz,Agape Saving Account,PRD015,2024-09-08,2025-11-01,16011.91,29611.46,1.31,60,1,0,0,0,0,14,Champions,Mid-Value Growth,46014.273,Mid-CLV,4.0100068064083483e-07,Low Risk,2.9520162389037032e-08,Safe,0.03733655943788619
CIF01000035,ACC0002000035,Customer_36,BR002,Branch_2,M,34,26-35,Addis Ababa,Ordinary Saving Account,PRD001,2017-08-25,2021-10-01,580.88,600.6,8.35,1552,0,0,1,0,0,5,Low Value,Low Engagement,34683.984,Low-CLV,0.9999999803034237,Critical Risk,2.952016236008268e-08,Safe,0.004817971690758743
CIF01000036,ACC0002000036,Customer_37,BR026,Branch_26,F,18,18-25,Afar,Tirufat Savings Account,PRD009,2012-09-03,2019-01-04,86563.99,28334.45,13.33,2553,0,0,1,0,0,6,Mid Value,Dormant Risk,68981.1,High-CLV,0.9999998721195785,Critical Risk,2.952016236008268e-08,Safe,0.00020669856459330142
CIF01000037,ACC0002000037,Customer_38,BR025,Branch_25,M,39,36-45,Afar,Ordinary Saving Account,PRD001,2025-05-08,2025-06-27,2856.99,3672.94,0.65,187,0,1,0,0,0,11,High Value,Low Engagement,26913.057,Low-CLV,1.25283266469586e-07,Low Risk,0.9999997404758517,High Dormancy Risk,0.027517473512135546
CIF01000038,ACC0002000038,Customer_39,BR009,Branch_9,F,36,36-45,SNNPR,Abew Saving Account,PRD006,2016-08-28,2023-12-18,807.49,323.61,9.34,744,0,0,1,0,0,9,High Value,Low Engagement,59539.438,High-CLV,0.9999990030425039,Critical Risk,2.952016236008268e-08,Safe,0.02754304178123977
CIF01000039,ACC0002000039,Customer_40,BR019,Branch_19,F,29,26-35,Harari,Hiruyan Saving Account,PRD008,2021-04-02,2025-09-11,892.08,592.04,4.75,111,1,0,0,0,0,11,High Value,Mid-Value Growth,44208.883,Mid-CLV,4.3745957352680805e-07,Low Risk,2.9520162389037032e-08,Safe,0.02408178930768207
CIF01000040,ACC0002000040,Customer_41,BR005,Branch_5,M,22,18-25,Oromia,Ordinary Saving Account,PRD001,2018-09-18,2023-06-01,3704.63,1820.52,7.29,944,0,0,1,0,0,7,Mid Value,Low Engagement,42229.19,Mid-CLV,0.9999999751339435,Critical Risk,2.952016236008268e-08,Safe,0.014375714242584076
CIF01000041,ACC0002000041,Customer_42,BR023,Branch_23,M,22,18-25,Oromia,Ordinary Saving Account,PRD001,2011-10-20,2022-01-31,27693.4,41161.96,14.2,1430,0,0,1,0,0,10,High Value,Cross-Sell Ready,96919.88,Top-CLV,0.9999999533814228,Critical Risk,2.952016236008268e-08,Safe,0.25029359543430124
CIF01000042,ACC0002000042,Customer_43,BR022,Branch_22,M,48,46-55,Addis Ababa,Special Saving Account,PRD007,2021-05-12,2024-08-25,76187.41,43881.62,4.64,493,0,0,1,0,0,12,Champions,High-CLV Active,65866.33,High-CLV,0.999998261488352,Critical Risk,2.952016236008268e-08,Safe,0.0320999057676002
CIF01000043,ACC0002000043,Customer_44,BR011,Branch_11,M,37,36-45,Addis Ababa,Special Saving Account,PRD007,2025-04-11,2025-05-26,22303.2,44894.93,0.72,219,0,1,0,0,0,14,Champions,High-CLV Active,50251.695,Mid-CLV,8.016667282336639e-08,Low Risk,0.9999997404758517,High Dormancy Risk,0.04415926725495147
CIF01000044,ACC0002000044,Customer_45,BR003,Branch_3,M,40,36-45,Addis Ababa,Blatena Saving Account,PRD002,2025-08-16,2025-10-18,180460.88,99559.93,0.38,74,1,0,0,0,0,15,Champions,High-CLV Active,85556.94,Top-CLV,3.538689261931494e-08,Low Risk,2.9520162389037032e-08,Safe,0.23301896068321662
CIF01000045,ACC0002000045,Customer_46,BR030,Branch_30,F,37,36-45,SNNPR,Werazut Saving Account,PRD003,2022-04-02,2023-05-03,7297.48,2409.46,3.75,973,0,0,1,0,0,7,Mid Value,Mid-Value Growth,25788.08,Low-CLV,0.9999999363406037,Critical Risk,2.952016236008268e-08,Safe,0.01145005648482293
CIF01000046,ACC0002000046,Customer_47,BR014,Branch_14,M,38,36-45,Oromia,Ordinary Saving Account,PRD001,2020-09-25,2022-11-08,9432.27,8460.31,5.26,1149,0,0,1,0,0,8,Mid Value,Low Engagement,33683.715,Low-CLV,0.9999999911675407,Critical Risk,2.952016236008268e-08,Safe,0.016869381621697637
CIF01000047,ACC0002000047,Customer_48,BR027,Branch_27,F,29,26-35,Addis Ababa,Blatena Saving Account,PRD002,2021-10-13,2025-05-19,812.29,404.69,4.22,226,0,1,0,0,0,11,High Value,Mid-Value Growth,39692.58,Mid-CLV,9.10072390917066e-08,Low Risk,0.9999997404758517,High Dormancy Risk,0.024322497725543454
CIF01000048,ACC0002000048,Customer_49,BR021,Branch_21,M,32,26-35,Addis Ababa,Equb Saving Account,PRD014,2025-07-03,2025-12-01,5632.41,13714.94,0.5,30,1,0,0,0,1,13,Champions,High-CLV Active,32645.248,Low-CLV,3.171575385392985e-08,Low Risk,2.9520162389037032e-08,Safe,0.04107349742820059
CIF01000049,ACC0002000049,Customer_50,BR024,Branch_24,F,48,46-55,SNNPR,Ordinary Saving Account,PRD001,2018-10-28,2022-10-27,624.5,459.08,7.18,1161,0,0,1,0,0,7,Mid Value,Low Engagement,36552.297,Low-CLV,0.9999997844923165,Critical Risk,2.952016236008268e-08,Safe,0.01390978800825647
CIF01000050,ACC0002000050,Customer_51,BR023,Branch_23,M,51,46-55,Benishangul-Gumuz,Ahati Saving Account,PRD005,2024-07-03,2024-09-04,1785.43,3943.95,1.49,483,0,0,1,0,0,10,High Value,Low Engagement,24774.379,Low-CLV,0.9999999460694851,Critical Risk,2.952016236008268e-08,Safe,0.02343130792202591
CIF01000051,ACC0002000051,Customer_52,BR006,Branch_6,M,20,18-25,Oromia,Hiruyan Saving Account,PRD008,2016-04-18,2019-10-01,34378.43,31622.98,9.7,2283,0,0,1,0,0,8,Mid Value,Cross-Sell Ready,60338.76,High-CLV,0.999999968767458,Critical Risk,2.952016236008268e-08,Safe,0.04722102001717072
CIF01000052,ACC0002000052,Customer_53,BR011,Branch_11,F,32,26-35,Tigray,Ahadu Bereket Saving Account,PRD011,2015-01-26,2022-12-23,1063.57,1455.49,10.93,1104,0,0,1,0,0,7,Mid Value,Dormant Risk,60366.55,High-CLV,0.9999998256668494,Critical Risk,2.952016236008268e-08,Safe,0.039477601795574795
CIF01000053,ACC0002000053,Customer_54,BR015,Branch_15,M,45,36-45,Afar,Ordinary Saving Account,PRD001,2011-10-05,2020-04-12,1233.62,992.37,14.24,2089,0,0,1,0,0,5,Low Value,Cross-Sell Ready,62804.707,High-CLV,0.9999998666876437,Critical Risk,2.952016236008268e-08,Safe,0.006782024230005479
CIF01000054,ACC0002000054,Customer_55,BR015,Branch_15,F,57,56+,SNNPR,Special Saving Account,PRD007,2017-05-25,2022-03-15,956.51,4400.97,8.6,1387,0,0,1,0,0,8,Mid Value,Champions,51089.42,Mid-CLV,0.9999999054554892,Critical Risk,2.952016236008268e-08,Safe,0.06443832756359527
CIF01000055,ACC0002000055,Customer_56,BR002,Branch_2,M,56,56+,SNNPR,Special Saving Account,PRD007,2019-12-01,2022-04-14,42811.09,23747.82,6.08,1357,0,0,1,0,0,10,High Value,Low Engagement,55181.61,High-CLV,0.9999998559175617,Critical Risk,2.952016236008268e-08,Safe,0.016793998400911593
CIF01000056,ACC0002000056,Customer_57,BR017,Branch_17,F,25,18-25,Amhara,Ordinary Saving Account,PRD001,2016-07-09,2025-09-17,156115.95,27640.32,9.48,105,1,0,0,0,0,14,Champions,Mid-Value Growth,98220.18,Top-CLV,7.774992756405896e-08,Low Risk,2.9520162389037032e-08,Safe,0.060312817734326514
CIF01000057,ACC0002000057,Customer_58,BR005,Branch_5,F,50,46-55,Afar,Ordinary Saving Account,PRD001,2012-01-17,2024-10-06,11942.98,15429.2,13.95,451,0,0,1,0,0,11,High Value,Mid-Value Growth,92776.875,Top-CLV,0.9999983266350438,Critical Risk,2.952016236008268e-08,Safe,0.07219024727891311
CIF01000058,ACC0002000058,Customer_59,BR023,Branch_23,F,35,26-35,Addis Ababa,Prime Customer Deposit Account,PRD013,2017-01-18,2022-10-25,54958.15,32838.71,8.95,1163,0,0,1,0,0,10,High Value,Mid-Value Growth,69543.92,High-CLV,0.9999999654059287,Critical Risk,2.952016236008268e-08,Safe,0.025816458169961715
CIF01000059,ACC0002000059,Customer_60,BR021,Branch_21,M,47,46-55,Tigray,Dekemezmur Saving Account,PRD004,2019-06-10,2025-03-03,2330.65,2911.67,6.56,303,0,1,0,0,0,9,High Value,Low Engagement,44519.94,Mid-CLV,1.2182362898181998e-06,Low Risk,0.9999997404758517,High Dormancy Risk,0.023576768035536662
CIF01000060,ACC0002000060,Customer_61,BR028,Branch_28,M,44,36-45,Oromia,Ordinary Saving Account,PRD001,2011-11-20,2014-05-30,84528.1,89612.73,14.11,4233,0,0,1,0,0,7,Mid Value,Cross-Sell Ready,84468.414,Top-CLV,0.9999999257909034,Critical Risk,2.952016236008268e-08,Safe,0.49753578276094196
CIF01000061,ACC0002000061,Customer_62,BR023,Branch_23,M,19,18-25,Addis Ababa,Special Saving Account,PRD007,2018-08-20,2019-10-25,4566.38,3673.26,7.36,2259,0,0,1,0,0,5,Low Value,Cross-Sell Ready,26399.762,Low-CLV,0.9999999914625782,Critical Risk,2.952016236008268e-08,Safe,0.006022021933411949
CIF01000062,ACC0002000062,Customer_63,BR011,Branch_11,M,41,36-45,Tigray,Werazut Saving Account,PRD003,2016-02-09,2023-03-03,36365.22,31482.87,9.89,1034,0,0,1,0,0,10,High Value,Low Engagement,73098.78,High-CLV,0.999999836942303,Critical Risk,2.952016236008268e-08,Safe,0.02606990977287831
CIF01000063,ACC0002000063,Customer_64,BR030,Branch_30,M,47,46-55,Sidama,Ordinary Saving Account,PRD001,2019-07-18,2023-12-02,12825.18,18118.97,6.46,760,0,0,1,0,0,11,High Value,Low Engagement,56319.2,High-CLV,0.9999870882104414,Critical Risk,2.952016236008268e-08,Safe,0.03656222279518235
CIF01000064,ACC0002000064,Customer_65,BR013,Branch_13,F,34,26-35,Dire Dawa,Blatena Saving Account,PRD002,2010-02-05,2013-12-24,752.23,669.33,15.9,4390,0,0,1,0,0,3,Low Value,Dormant Risk,43846.58,Mid-CLV,0.9999999893942281,Critical Risk,2.952016236008268e-08,Safe,0.0061616925721670514
CIF01000065,ACC0002000065,Customer_66,BR010,Branch_10,M,32,26-35,Benishangul-Gumuz,Blatena Saving Account,PRD002,2023-03-24,2025-07-20,3541.34,3571.01,2.77,164,1,0,0,0,0,11,High Value,Low Engagement,33144.22,Low-CLV,1.6198819965554044e-07,Low Risk,2.9520162389037032e-08,Safe,0.01852099374420564
CIF01000066,ACC0002000066,Customer_67,BR028,Branch_28,F,18,18-25,Tigray,Special Saving Account,PRD007,2016-05-19,2023-07-28,17268.57,14156.86,9.62,887,0,0,1,0,0,9,High Value,Mid-Value Growth,66409.37,High-CLV,0.9999995015328769,Critical Risk,2.952016236008268e-08,Safe,0.04033898324199512
CIF01000067,ACC0002000067,Customer_68,BR012,Branch_12,M,43,36-45,Amhara,Dekemezmur Saving Account,PRD004,2016-07-30,2018-07-27,833.41,2446.85,9.42,2714,0,0,1,0,0,3,Low Value,Cross-Sell Ready,26400.94,Low-CLV,0.9999999691765239,Critical Risk,2.952016236008268e-08,Safe,0.010268924304897637
CIF01000068,ACC0002000068,Customer_69,BR003,Branch_3,M,37,36-45,Benishangul-Gumuz,Ordinary Saving Account,PRD001,2011-10-10,2020-06-14,20844.24,50543.69,14.23,2026,0,0,1,0,0,8,Mid Value,Cross-Sell Ready,88177.164,Top-CLV,0.999999981119101,Critical Risk,2.952016236008268e-08,Safe,0.16139119170356897
CIF01000069,ACC0002000069,Customer_70,BR015,Branch_15,M,23,18-25,Addis Ababa,Special Saving Account,PRD007,2016-12-26,2024-11-03,1596.54,729.34,9.01,423,0,0,1,0,0,9,High Value,Low Engagement,58641.336,High-CLV,0.9999991938730345,Critical Risk,2.952016236008268e-08,Safe,0.02314053152246831
CIF01000070,ACC0002000070,Customer_71,BR024,Branch_24,M,31,26-35,Addis Ababa,Tirufat Savings Account,PRD009,2016-05-11,2023-10-10,30059.71,33271.83,9.64,813,0,0,1,0,0,10,High Value,High-CLV Active,75467.44,High-CLV,0.9999998444974283,Critical Risk,2.952016236008268e-08,Safe,0.03345966727363054
CIF01000071,ACC0002000071,Customer_72,BR006,Branch_6,M,36,36-45,Oromia,Ahati Saving Account,PRD005,2010-12-17,2017-04-09,1735.59,1176.59,15.04,3188,0,0,1,0,0,3,Low Value,Cross-Sell Ready,49735.55,Mid-CLV,0.9999999720761835,Critical Risk,2.952016236008268e-08,Safe,0.004951898906845657
CIF01000072,ACC0002000072,Customer_73,BR014,Branch_14,M,28,26-35,Amhara,Ordinary Saving Account,PRD001,2019-04-04,2024-10-11,25971.98,13597.36,6.74,446,0,0,1,0,0,11,High Value,Low Engagement,56865.035,High-CLV,0.9999953548898264,Critical Risk,2.952016236008268e-08,Safe,0.02752849186103322
CIF01000073,ACC0002000073,Customer_74,BR004,Branch_4,M,35,26-35,SNNPR,Ordinary Saving Account,PRD001,2014-08-09,2018-02-10,45474.71,7375.37,11.39,2881,0,0,1,0,0,4,Low Value,Cross-Sell Ready,48727.723,Mid-CLV,0.9999999545187016,Critical Risk,2.952016236008268e-08,Safe,0.0036367408681694923
CIF01000074,ACC0002000074,Customer_75,BR021,Branch_21,F,18,18-25,Sidama,Couples Saving Deposit,PRD016,2015-09-13,2025-09-28,10382.76,9439.24,10.3,94,1,0,0,0,0,12,Champions,Mid-Value Growth,77339.34,Top-CLV,7.14834497331095e-08,Low Risk,2.9520162389037032e-08,Safe,0.05381867414214984
CIF01000075,ACC0002000075,Customer_76,BR015,Branch_15,M,51,46-55,Addis Ababa,Ordinary Saving Account,PRD001,2011-04-19,2025-10-07,11846.71,11278.03,14.7,85,1,0,0,0,0,13,Champions,Low Engagement,103942.9,Top-CLV,2.019916437861103e-07,Low Risk,2.9520162389037032e-08,Safe,0.10879111938606305
CIF01000076,ACC0002000076,Customer_77,BR010,Branch_10,M,35,26-35,Sidama,Blatena Saving Account,PRD002,2020-03-30,2021-12-24,124034.43,309234.49,5.75,1468,0,0,1,1,0,9,High Value,Champions,180195.08,Top-CLV,0.9999999239392543,Critical Risk,2.952016236008268e-08,Safe,0.9329587589054397
CIF01000077,ACC0002000077,Customer_78,BR007,Branch_7,M,21,18-25,Amhara,Hiruyan Saving Account,PRD008,2012-04-08,2021-09-19,4126.49,8549.63,13.73,1564,0,0,1,0,0,6,Mid Value,Cross-Sell Ready,65663.06,High-CLV,0.9999999560397493,Critical Risk,2.952016236008268e-08,Safe,0.006665998697966556
CIF01000078,ACC0002000078,Customer_79,BR017,Branch_17,M,18,18-25,Gambela,Ahadu Bereket Saving Account,PRD011,2019-07-06,2025-10-04,5994.72,8899.35,6.49,88,1,0,0,0,0,12,Champions,High-CLV Active,59029.145,High-CLV,1.2590034376758338e-07,Low Risk,2.9520162389037032e-08,Safe,0.02273601238389559
